sentence_id,template_id,sentence,board_state,x_count,x_positions,o_count,o_positions
3345,1,"X is in the center, the top-center, the top-left, the middle-right, and the bottom-center, O is in the top-right, the bottom-right, the middle-left, and the bottom-left",X|X|O|O|X|X|O|X|O,5,"center, top-center, top-left, middle-right, bottom-center",4,"top-right, bottom-right, middle-left, bottom-left"
3346,4,"X is placed in the top-left, the bottom-right, and the top-center, O is placed in the bottom-left, the middle-right, and the middle-left",X|X|_|O|_|O|O|_|X,3,"top-left, bottom-right, top-center",3,"bottom-left, middle-right, middle-left"
3347,2,"X has played in the middle-left, the top-right, the bottom-center, the middle-right, and the bottom-left, O has played in the bottom-right, the center, the top-left, and the top-center",O|O|X|X|O|X|X|X|O,5,"middle-left, top-right, bottom-center, middle-right, bottom-left",4,"bottom-right, center, top-left, top-center"
3348,4,"X is placed in the bottom-left and top-right, O is placed in the bottom-center and middle-right",_|_|X|_|_|O|X|O|_,2,"bottom-left, top-right",2,"bottom-center, middle-right"
3349,5,"X marks the top-left, the bottom-center, the middle-left, and the bottom-left, O marks the bottom-right, the top-right, the center, and the top-center",X|O|O|X|O|_|X|X|O,4,"top-left, bottom-center, middle-left, bottom-left",4,"bottom-right, top-right, center, top-center"
3350,5,"X marks the bottom-center and center, O marks the top-left and bottom-right",O|_|_|_|X|_|_|X|O,2,"bottom-center, center",2,"top-left, bottom-right"
3351,3,"X occupies the top-center, the middle-right, and the middle-left, O occupies the top-left and top-right",O|X|O|X|_|X|_|_|_,3,"top-center, middle-right, middle-left",2,"top-left, top-right"
3352,3,"X occupies the middle-right, the top-left, the middle-left, the top-center, and the center, O occupies the top-right, the bottom-right, the bottom-left, and the bottom-center",X|X|O|X|X|X|O|O|O,5,"middle-right, top-left, middle-left, top-center, center",4,"top-right, bottom-right, bottom-left, bottom-center"
3353,1,"X is in the middle-right, the top-left, the bottom-center, the bottom-left, and the top-center, O is in the top-right, the bottom-right, the center, and the middle-left",X|X|O|O|O|X|X|X|O,5,"middle-right, top-left, bottom-center, bottom-left, top-center",4,"top-right, bottom-right, center, middle-left"
3354,1,"X is in the bottom-center, the middle-left, and the top-left, O is in the bottom-left and bottom-right",X|_|_|X|_|_|O|X|O,3,"bottom-center, middle-left, top-left",2,"bottom-left, bottom-right"
3355,2,"X has played in the top-left and top-right, O has played in the center",X|_|X|_|O|_|_|_|_,2,"top-left, top-right",1,center
3356,2,"X has played in the bottom-center and top-right, O has played in the top-left",O|_|X|_|_|_|_|X|_,2,"bottom-center, top-right",1,top-left
3357,3,"X occupies the middle-right, the bottom-center, the bottom-left, the top-center, and the top-left, O occupies the center, the bottom-right, the middle-left, and the top-right",X|X|O|O|O|X|X|X|O,5,"middle-right, bottom-center, bottom-left, top-center, top-left",4,"center, bottom-right, middle-left, top-right"
3358,4,"X is placed in the middle-left and bottom-right, O is placed in the top-center",_|O|_|X|_|_|_|_|X,2,"middle-left, bottom-right",1,top-center
3359,5,"X marks the middle-right, the bottom-right, the bottom-center, the middle-left, and the top-right, O marks the bottom-left, the top-left, the top-center, and the center",O|O|X|X|O|X|O|X|X,5,"middle-right, bottom-right, bottom-center, middle-left, top-right",4,"bottom-left, top-left, top-center, center"
3360,3,"X occupies the top-center, the middle-left, the bottom-center, and the top-right, O occupies the top-left, the center, and the bottom-right",O|X|X|X|O|_|_|X|O,4,"top-center, middle-left, bottom-center, top-right",3,"top-left, center, bottom-right"
3361,2,"X has played in the bottom-left, the top-right, the top-center, and the bottom-center, O has played in the middle-left, the center, the bottom-right, and the middle-right",_|X|X|O|O|O|X|X|O,4,"bottom-left, top-right, top-center, bottom-center",4,"middle-left, center, bottom-right, middle-right"
3362,3,"X occupies the bottom-right and top-center, O occupies the center",_|X|_|_|O|_|_|_|X,2,"bottom-right, top-center",1,center
3363,3,"X occupies the bottom-left, the center, and the middle-right, O occupies the bottom-center, the middle-left, and the bottom-right",_|_|_|O|X|X|X|O|O,3,"bottom-left, center, middle-right",3,"bottom-center, middle-left, bottom-right"
3364,2,"X has played in the top-right, the center, the middle-left, and the bottom-left, O has played in the top-left, the bottom-center, the middle-right, and the top-center",O|O|X|X|X|O|X|O|_,4,"top-right, center, middle-left, bottom-left",4,"top-left, bottom-center, middle-right, top-center"
3365,3,"X occupies the bottom-center and middle-right, O occupies the center",_|_|_|_|O|X|_|X|_,2,"bottom-center, middle-right",1,center
3366,5,"X marks the bottom-center and middle-right, O marks the top-left",O|_|_|_|_|X|_|X|_,2,"bottom-center, middle-right",1,top-left
3367,3,"X occupies the bottom-left, the top-center, the middle-left, the bottom-center, and the middle-right, O occupies the top-right, the bottom-right, the center, and the top-left",O|X|O|X|O|X|X|X|O,5,"bottom-left, top-center, middle-left, bottom-center, middle-right",4,"top-right, bottom-right, center, top-left"
3368,3,"X occupies the bottom-right and top-center, O occupies the bottom-left",_|X|_|_|_|_|O|_|X,2,"bottom-right, top-center",1,bottom-left
3369,2,"X has played in the center, the bottom-left, the bottom-right, and the top-center, O has played in the bottom-center, the middle-left, and the top-right",_|X|O|O|X|_|X|O|X,4,"center, bottom-left, bottom-right, top-center",3,"bottom-center, middle-left, top-right"
3370,1,"X is in the middle-left, the top-center, the bottom-right, the center, and the top-left, O is in the bottom-center, the bottom-left, the top-right, and the middle-right",X|X|O|X|X|O|O|O|X,5,"middle-left, top-center, bottom-right, center, top-left",4,"bottom-center, bottom-left, top-right, middle-right"
3371,4,"X is placed in the bottom-center, the bottom-right, and the middle-right, O is placed in the top-left, the bottom-left, and the center",O|_|_|_|O|X|O|X|X,3,"bottom-center, bottom-right, middle-right",3,"top-left, bottom-left, center"
3372,2,"X has played in the bottom-right and top-left, O has played in the middle-right and top-center",X|O|_|_|_|O|_|_|X,2,"bottom-right, top-left",2,"middle-right, top-center"
3373,2,"X has played in the top-right, the top-center, the bottom-left, and the top-left, O has played in the bottom-right, the middle-left, the middle-right, and the bottom-center",X|X|X|O|_|O|X|O|O,4,"top-right, top-center, bottom-left, top-left",4,"bottom-right, middle-left, middle-right, bottom-center"
3374,4,"X is placed in the bottom-left, the center, and the top-left, O is placed in the bottom-center and top-center",X|O|_|_|X|_|X|O|_,3,"bottom-left, center, top-left",2,"bottom-center, top-center"
3375,2,"X has played in the middle-right, the bottom-right, the top-center, and the top-right, O has played in the bottom-center, the bottom-left, and the center",_|X|X|_|O|X|O|O|X,4,"middle-right, bottom-right, top-center, top-right",3,"bottom-center, bottom-left, center"
3376,2,"X has played in the center, the middle-left, and the middle-right, O has played in the bottom-left and top-left",O|_|_|X|X|X|O|_|_,3,"center, middle-left, middle-right",2,"bottom-left, top-left"
3377,2,"X has played in the middle-left, the bottom-center, and the center, O has played in the bottom-right, the bottom-left, and the middle-right",_|_|_|X|X|O|O|X|O,3,"middle-left, bottom-center, center",3,"bottom-right, bottom-left, middle-right"
3378,1,"X is in the top-left, the top-right, the middle-right, the bottom-left, and the bottom-right, O is in the bottom-center, the middle-left, the top-center, and the center",X|O|X|O|O|X|X|O|X,5,"top-left, top-right, middle-right, bottom-left, bottom-right",4,"bottom-center, middle-left, top-center, center"
3379,1,"X is in the top-left, the top-center, the bottom-right, and the bottom-center, O is in the bottom-left, the center, the middle-right, and the middle-left",X|X|_|O|O|O|O|X|X,4,"top-left, top-center, bottom-right, bottom-center",4,"bottom-left, center, middle-right, middle-left"
3380,4,"X is placed in the bottom-right, the bottom-left, and the top-center, O is placed in the center and middle-right",_|X|_|_|O|O|X|_|X,3,"bottom-right, bottom-left, top-center",2,"center, middle-right"
3381,5,"X marks the middle-left, the center, the middle-right, the bottom-center, and the top-right, O marks the top-left, the bottom-left, the bottom-right, and the top-center",O|O|X|X|X|X|O|X|O,5,"middle-left, center, middle-right, bottom-center, top-right",4,"top-left, bottom-left, bottom-right, top-center"
3382,3,"X occupies the bottom-center, the bottom-right, and the middle-right, O occupies the bottom-left and middle-left",_|_|_|O|_|X|O|X|X,3,"bottom-center, bottom-right, middle-right",2,"bottom-left, middle-left"
3383,2,"X has played in the bottom-left and bottom-center, O has played in the middle-left",_|_|_|O|_|_|X|X|_,2,"bottom-left, bottom-center",1,middle-left
3384,1,"X is in the middle-right, the top-right, the bottom-left, and the center, O is in the top-center, the middle-left, the bottom-right, and the bottom-center",_|O|X|O|X|X|X|O|O,4,"middle-right, top-right, bottom-left, center",4,"top-center, middle-left, bottom-right, bottom-center"
3385,3,"X occupies the top-left, O occupies the middle-right",X|_|_|_|_|O|_|_|_,1,top-left,1,middle-right
3386,5,"X marks the bottom-right and bottom-center, O marks the top-center",_|O|_|_|_|_|_|X|X,2,"bottom-right, bottom-center",1,top-center
3387,3,"X occupies the middle-right, the bottom-center, the center, and the top-left, O occupies the top-center, the top-right, and the bottom-right",X|O|O|_|X|X|_|X|O,4,"middle-right, bottom-center, center, top-left",3,"top-center, top-right, bottom-right"
3388,4,"X is placed in the bottom-left, the center, and the bottom-center, O is placed in the top-left, the bottom-right, and the top-right",O|_|O|_|X|_|X|X|O,3,"bottom-left, center, bottom-center",3,"top-left, bottom-right, top-right"
3389,5,"X marks the top-right, the top-left, the bottom-center, the bottom-left, and the bottom-right, O marks the middle-right, the middle-left, the center, and the top-center",X|O|X|O|O|O|X|X|X,5,"top-right, top-left, bottom-center, bottom-left, bottom-right",4,"middle-right, middle-left, center, top-center"
3390,4,"X is placed in the bottom-left, the top-right, and the middle-right, O is placed in the bottom-center and middle-left",_|_|X|O|_|X|X|O|_,3,"bottom-left, top-right, middle-right",2,"bottom-center, middle-left"
3391,2,"X has played in the bottom-right, the bottom-left, the top-right, the top-center, and the middle-right, O has played in the middle-left, the center, the bottom-center, and the top-left",O|X|X|O|O|X|X|O|X,5,"bottom-right, bottom-left, top-right, top-center, middle-right",4,"middle-left, center, bottom-center, top-left"
3392,3,"X occupies the top-right and bottom-center, O occupies the middle-left",_|_|X|O|_|_|_|X|_,2,"top-right, bottom-center",1,middle-left
3393,5,"X marks the center, the middle-left, the bottom-center, and the top-left, O marks the bottom-left, the bottom-right, and the middle-right",X|_|_|X|X|O|O|X|O,4,"center, middle-left, bottom-center, top-left",3,"bottom-left, bottom-right, middle-right"
3394,1,"X is in the middle-right, the top-right, the middle-left, and the bottom-center, O is in the top-left, the top-center, and the bottom-right",O|O|X|X|_|X|_|X|O,4,"middle-right, top-right, middle-left, bottom-center",3,"top-left, top-center, bottom-right"
3395,5,"X marks the bottom-right, the middle-left, the middle-right, the center, and the bottom-left, O marks the top-right, the bottom-center, the top-left, and the top-center",O|O|O|X|X|X|X|O|X,5,"bottom-right, middle-left, middle-right, center, bottom-left",4,"top-right, bottom-center, top-left, top-center"
3396,5,"X marks the top-left, the bottom-center, and the middle-left, O marks the top-right, the top-center, and the bottom-right",X|O|O|X|_|_|_|X|O,3,"top-left, bottom-center, middle-left",3,"top-right, top-center, bottom-right"
3397,4,"X is placed in the bottom-left, the middle-right, the top-right, and the top-left, O is placed in the middle-left, the top-center, and the bottom-center",X|O|X|O|_|X|X|O|_,4,"bottom-left, middle-right, top-right, top-left",3,"middle-left, top-center, bottom-center"
3398,2,"X has played in the middle-left and top-left, O has played in the bottom-left and middle-right",X|_|_|X|_|O|O|_|_,2,"middle-left, top-left",2,"bottom-left, middle-right"
3399,2,"X has played in the bottom-center, the bottom-right, the bottom-left, and the middle-right, O has played in the center, the top-left, the top-center, and the middle-left",O|O|_|O|O|X|X|X|X,4,"bottom-center, bottom-right, bottom-left, middle-right",4,"center, top-left, top-center, middle-left"
